genome,D300476,D300487,D300459,D300506,D300473,D300486,D300528,D300494,D300423,D300441,D300435,D300457,D300522,D300429,D300472,D300471,D300470,D300433,D300436,D300442,classification
D300430:bin_000010,4.904541858901352,6.3362140490872365,4.896644770294685,4.24943337556221,0.0,2.860545412258014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.21849478159052,0.0,12.119082098399725,0.0,5.068531401423342,14.24324898887277,0.0,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Intestinimonas;s__Intestinimonas timonensis
D300432:bin_000001,6.3682857313552015,1.6203644907857735,2.858014729740704,0.0,0.0,0.0,0.0,1.4095282182895057,0.0,0.9506145500817982,2.719675225924115,5.865745214193698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Fimicola;s__Fimicola sp944379995
D300435:bin_000001,14.138965119266388,20.27314481275087,27.775307328670213,0.0,9.760489086070884,4.880097232686714,13.430284493602018,72.61775596449782,88.24915168880513,66.72051023590869,69.955386569853,48.62655687397227,1.0493800002042704,26.90305329177741,3.415125276648835,8.69844039587594,22.85537737768724,13.82566546959004,38.93760169324408,33.161503995449486,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;s__Anaerotignum merdipullorum
D300442:bin_000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.10542111498074,13.509982228394255,13.43644021453316,58.09636811402658,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__CAG-274;g__Tyzzerella;s__Tyzzerella sp944383305
D300442:bin_000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.11570620947071,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum merdipullorum
D300444:bin_000010,18.11859251356696,21.346380415056917,30.011987948266093,21.501107493812167,26.43741252925072,11.840397071863904,18.981574704866343,47.35675746323258,37.60806037873662,44.72362995323637,41.55568799066478,32.69332989808055,10.12264040032368,28.049922894417254,14.4238093034483,26.354256690926054,36.54692059188071,14.721725764270786,46.92742382306113,49.22652094357722,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster excrementigallinarum
D300452:bin_000016,46.65346121089844,34.45836703012574,44.343395634717446,73.07843702402941,28.51591193442252,36.755094857419465,24.29796270765411,46.41920479690512,40.835209835321095,79.49012063180591,87.45278924860328,63.79279384199387,70.64296407721321,50.54635973795553,48.97237524487782,18.67636180042694,226.5363297507923,127.11411452637005,146.77925895467183,151.8671872509338,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella;s__Eisenbergiella sp904392525
D300458:bin_000001,0.0,0.0,0.0,67.16044888390039,126.32453714495792,22.68947301941994,35.381723836585394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Coproplasma;s__Coproplasma stercorigallinarum
D300462:bin_000001,107.67695981694766,249.67868018577437,345.8799931100186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes excrementavium
D300472:bin_000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.447701214683086,16.586543886162012,77.76726269514145,14.13899920372726,0.0,0.0,0.0,0.0,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Borkfalkia;s__Borkfalkia sp904373255
