genome,D300418,D300419,D300420,D300421,D300422,D300423,D300424,D300425,D300426,D300427,D300428,D300429,D300430,D300431,D300432,D300433,D300434,D300435,D300436,D300437,D300438,D300439,D300440,D300441,D300442,D300443,D300444,D300445,D300446,D300447,D300448,D300449,D300450,D300451,D300452,D300453,D300454,D300455,D300456,D300457,D300458,D300459,D300460,D300461,D300462,D300463,D300464,D300465,D300466,D300467,D300468,D300469,D300470,D300471,D300472,D300473,D300474,D300475,D300476,D300477,D300478,D300479,D300480,D300481,D300482,D300483,D300484,D300485,D300486,D300487,D300488,D300489,D300490,D300491,D300492,D300493,D300494,D300495,D300496,D300497,D300498,D300499,D300500,D300501,D300502,D300503,D300504,D300505,D300506,D300507,D300508,D300509,D300510,D300511,D300512,D300513,D300514,D300515,D300516,D300517,D300518,D300519,D300520,D300521,D300522,D300523,D300524,D300525,D300526,D300527,D300528,D300529
GPB:bin_000028,0,0,0,1.7325337134578407,0,0,0,0,0,0.705092396329876,3.362970842251495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.101635531165576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1051037931579315,0,0,0,0,0,1.0634017632274435,0,3.506726287042929,1.142532012567593,0,12.3243312781629,0,0,0,0,3.0075538521710525,0,0,0,0,0,3.6269110192649565,0,0,1.1535834821972049,0.7794739673135518,0,0,0,10.963489570607235,1.6797802138977411,0,4.310245834761535,0,1.0886992679264766,0,0,0,6.813317366262108,0.7075530751145942,2.0559187095337057,0,0,0,0,0,0,0,0,2.300000777056458,1.8670076505525304,7.2740686762497875,0.8443150117810393,0.9993377752182881,0,1.3796205719653571,0.8660725926143373,3.1068012298213548,5.8101806483586405,0,0,2.6748010087919623,3.729525641568031,0,0,5.225186644644311,0,1.9448859755987005,0,0,9.927975500273265
GPB:bin_000213,0,0,0,0,0,0,0,0,0,0,1.6347353559232993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.550537387269066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.743394842833378,3.871295201821207,0,0,0,0,0,0,1.9855830268803083,0,0,0,0,0,0,0,0,0,0,0,2.544996607127222
GPB:bin_000088,0,0,0,0,7.540579550559268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.034992510989513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76678332922491,0,0,0,0,0,0,0,0,0,0,0,0,0,7.329798628829124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6606101823014106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.539178098304368,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000080,5.579486444360095,0,0,0,1.1977278050119928,0,0,0,2.2290386277185985,2.161704610613537,0,1.0346926661444158,0,0,0,0,0,0,0,0.9781603579302715,1.6517024300816487,4.548882275506166,2.7058280771746768,0,0,1.1482115600494254,0,0,0,1.46378298054481,1.6507433998530159,0,0,0,0,1.65049102347706,0,0,0,0,1.7112632548072653,0,0,1.6179344709787358,0,0,2.3129790103615644,1.2669294072991286,0,2.23625659207094,0,1.181878568601956,0,0,5.147872366200141,0,2.1312680196732434,5.009014884149148,0,0,1.6869846474402979,0,0,0,0,0,2.2996030624358963,2.203851465398189,0,0,3.235212763379986,1.258500036342198,2.086849777504987,2.2212149600639624,0,1.1596189722426367,0,4.4034125324051265,2.0512647084951907,0.9932019899372492,0,1.5571117643733394,1.1762758130557327,0,2.010531161415892,1.1893489093302536,3.1882707574521696,0,0,0,0,0,0,1.3455698860470187,1.4208789966322897,0,1.6635136444763896,1.3014040202547184,0,0,5.024207941981699,4.216048310895391,1.592595882832753,1.4102791888421375,2.8576577049498075,1.8496664593815366,1.4946738489618245,0,2.266592232460851,2.082407953288161,0,0
GPB:bin_000141,13.513192016737316,0,0,0,0,0,0,0,0,5.2349950244902574,0,0,0,0,0,0,0,0,0,0,0,21.578615820303085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.060313927396287,0,0,0,0,0,0,0,0,6.287281743475522,0,0,0,0,0,4.909946830414552,0,18.94195133248024,0,0,4.789135604969029,0,0,0,0,0,2.549010154149907,0,5.042653436579442,0,0,0,8.514839981441625,0,0,0,0,6.158092376127986,6.596522122641771,0,0,0,0,0,0,0,12.92403475506186,0,6.011356334230954,0,0,0,0,0,4.627737814743475,0,0,0,0,0,0,13.00335046637006,0,0,0,0,0,0,0,7.266417798967276,2.2096558875811434,0
GPB:bin_000034,8.708666671332816,39.11675248491862,25.380738293604967,20.899291289777945,21.467628204380425,61.386297232118345,8.679969856679243,12.219399202244107,36.06466348901939,6.261077242648288,37.5773511362461,47.24043964453279,28.822917322843832,6.011671593342028,0,32.06145784484589,68.7371146247211,71.97001688368147,38.90490933284183,19.240786494921288,46.97069736370374,32.07215110233875,20.063234092126887,120.83377078477622,29.9598633440577,11.065771699341374,0,48.575930293959594,55.821992647704995,10.434091815808445,48.445044822246956,69.37769907540263,13.370227015912345,21.793597577335582,31.92886145193439,22.61390652304261,19.303662848979318,48.62698573791643,17.474454779963867,8.132513957617372,16.581664990741583,24.393692300154683,42.37780717451474,35.460319460095484,34.327767395596865,0,29.68246080240649,45.94422241353432,14.963833458930504,18.209645396027707,21.755335157797486,56.70183387421774,44.88403453883286,0,13.672165722938088,40.55295417764184,23.10354106249762,35.44923735687561,10.472004274192232,28.941437500437452,28.24831999203644,40.25875350058366,26.65199162892919,15.851140523401902,57.176497853182745,13.590080389965603,5.460405006155428,10.06954894673358,17.06422253796495,26.83004408732853,9.135036011002779,20.50702372036704,14.269160567621439,15.087214208111789,99.20049430068818,26.598836418046485,74.03051039112437,10.768771333048699,15.000851572142158,27.06121287203787,18.413828287282335,24.391398110365305,27.160835147298652,0,30.385493876846336,36.51755210727165,15.2261099018009,13.70257345879052,40.75632049286974,28.089048782251837,11.400334562863522,32.01401866615028,12.421754518581771,19.085909241851933,17.07919309845496,36.18489458781186,17.1481354458544,19.063939458275687,51.25457185363536,10.377748069964234,28.023528277250115,24.21206246106682,48.499327685737995,17.0538403570537,8.117232320545753,38.38475040381629,29.00742462031159,11.337730400814399,10.401973158757157,17.22979304852717,19.29748020191981,11.706045073441294
GPB:bin_000015,48.77460706473948,14.102985531647663,26.444288344250566,23.79304134965228,7.714088064944094,22.616508288141077,3.580291664297747,4.859551672418933,13.216235099975151,14.458741978019694,16.646700400085308,34.495604775857856,12.760349101344843,3.459729276472715,0,28.914280503005617,36.93741520589689,26.733984394277535,14.797658651011497,13.80835443235245,42.85445269870716,19.745002252518102,7.2433969185090605,42.12956322505181,22.671183439244494,31.400592956270557,0,56.294236872552496,20.457727262626296,4.931889105113952,20.649371675876353,25.145158269338825,5.248121867434187,4.351890946377948,13.625584449804055,12.878400674629892,13.40320420339214,27.569089968256954,6.628723545177778,4.129380830248446,11.342215075219098,34.551838363572294,39.120655028223574,14.613286941946216,13.675151392015783,0,17.47427353044478,19.82244789410481,16.052200122885612,10.21429657799066,23.258237852635965,31.74877366911678,17.600983084902182,0,17.406957726829727,15.803456323803879,52.68554703000943,58.086438975229804,22.023653027364126,10.912606049446884,12.820089171434088,16.3476537303922,17.64903488040875,45.649898369731005,18.953532903647346,23.682911829139936,20.92560456518031,11.248189399687332,8.83884639904462,32.11396731496668,54.58956695952769,31.745267186741977,42.09679276631445,18.79223471440639,36.03676871444275,13.562640926681041,25.424205002523802,22.67451676199585,12.012429397771031,20.164914339377276,24.975894737419303,15.131726854546782,19.19045855842882,0,30.379384076991386,17.55444643610078,24.612346107992153,9.957630726136223,22.888758506105752,39.76238459271846,23.580271462341678,32.748294305559206,17.056958837937312,11.402561203990405,10.645290880750451,23.094905037819505,24.087542579229908,8.173567125760929,28.74471394174506,13.124460499548197,23.45399480694289,40.565975115230515,23.87559520013068,10.331655512781921,4.375224205637442,14.289261996570861,19.37967873695062,28.396619808710565,48.45443492098582,23.05512161433254,7.993351247658377,10.353993104206596
GPB:bin_000137,5.323378023976285,0,0,2.2456349813468224,0,0,0,0,0,1.9950708420547552,2.191295017023187,0,0,0,0,0,0,0,0,0,0,4.712944500699728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7060551853916164,0,0,0,0,0,2.7660855257261274,0,1.6495211955042277,3.6937418787078635,0,0,0,0,0,2.5526026279115235,0,5.297927660938632,0,0,2.995826640714661,0,2.6372078888204746,0,0,0,2.136392268258916,0,1.4596127125918223,0,0,0,2.9975149940365693,0,0,0,0,3.4583729193129695,3.2380115450017026,0,0,2.382704258443955,0,0,0,1.9314762002628827,3.0307192760340955,0,3.8782101120274537,0,0,3.408972951746028,1.599245785474075,0,3.23919964548749,0,0,0,3.0930632857356652,1.5517217660425873,0,4.00921382348662,0,0,0,0,0,0,0,2.242133211493976,0,1.2260571697278666
GPB:bin_000217,4.357519318032291,0,0,0,0,0,0,0,0,1.9370626505435524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.142180087318215,0,0,0,0,0,4.704345660996998,0,0,2.5994542808538936,0,0,0,0,0,0,0,0,0,0,3.740807831377039,0,0,0,0,0,2.487115402343772,0,0,0,0,0,2.891736286698746,0,0,0,0,3.580365929664792,3.4117098753418627,5.018551772011368,0,3.325195347125756,0,0,0,3.4105870775029925,0,0,0,0,0,0,0,0,3.2665143863890114,0,0,2.0939588748698936,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000211,1.1931132673956129,0,0,0,0,0,0,0,0,0.6026489043132279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1721080153350798,0,0,0,0,0,0,0,0,0,0,0.6817362946336689,0,0,0,0,0,0.6016771310862282,0,0,0,0,0,0.7400426882536537,0,0,0,0,0.7332402756646555,0.9112242797789939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000186,0,0,0,0,2.0534576841588947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5177681343061582,0,0,0,0,0,2.4660113042076266,0,0,0,1.77783530555196,0,0,0,0,0,0,0,0,0,0,0.7907608880774445,0,0,0,0,0,1.6807004157895573,0,0,0,0,1.1963316960626023,0,0,0,0,4.669230437339764,0,0,0,1.9472962324606522,0,0,0,0,0,2.863747737682433,0,0,0,5.296888731444454,2.866529508341906,0,1.820243115401472,0,1.8146228032527414,0,0.6594499587843775,0,1.138141595532817,0,1.7142519761925847,0,0,0,2.2182066321954186,0,0,0,0,1.852545717549226,0,0,1.9647248772046952,1.1930957587648483,0,1.897905610547566,0,0,0,0,0,0.6958400606766628,1.7423535369362373,0,0,0.7171858926758817,0,2.9789357513165156,0,0,0
GPB:bin_000059,14.283010989411139,0,12.78596898824531,28.516953313433266,0,0,0,0,0,12.7285282056777,9.830969789640482,29.454764749476706,4.731947491752495,22.062006198052956,0,13.168623991055416,38.64900592674263,0,46.743186723284666,0,36.12568562565683,69.16917855054625,0,0,14.29787485520416,16.788646871857658,0,46.123470969347906,0,0,19.540969201652217,4.531150991506405,0,28.356942902757787,9.961700175530913,0,19.169193474106283,30.076450413337845,0,0,4.560565328331752,7.956466184556086,35.088930986593574,0,44.61044583538657,0,23.351222702197077,0,23.475506110153187,71.06127703290974,24.375172926751887,60.07011983917178,10.8958404158062,19.664804902807333,12.534715931527126,31.26385839093579,31.12475588786676,55.815785962720355,10.469623541259317,26.763420085977614,7.903502469998422,11.420328933171403,37.34179160919852,0,0,17.47104157793367,16.33946263841975,0,6.842616434361557,11.097353246933881,81.15849805710172,18.583503437045113,18.011871393535174,16.14945587207763,0,24.047182924343222,0,10.123680496130769,14.252969863064399,21.468973769455474,29.236731537392323,13.548368899659057,6.738569373810406,0,9.404573832373202,13.01407560335207,40.10445596609606,7.950601225463056,18.108710374590313,22.69703352458373,9.865667066717567,53.371664994730494,26.574577357318084,10.5376749750105,15.891218589263932,19.597111634496944,15.577913369927893,26.224560180300486,42.13968631273753,19.088427167206852,21.33103530406903,39.57517698596022,15.55566234191846,20.434815829837987,0,0,24.846608188199227,11.021243090764795,36.81407960286616,16.269396524064092,3.901496146587564,19.33654627631807
GPB:bin_000022,52.05988742759883,114.8826275654936,32.204617648095855,19.97198511428727,68.3467851796767,76.14788109379859,28.202439602919448,36.274148414786985,108.43151097677072,13.629610516159845,92.82495183939842,31.939053199434575,0,16.17899716966315,13.55909249720332,17.491714132772607,46.161936617122414,50.927472217503215,19.934041612041913,38.88916490638733,55.01298973962824,55.187401635376965,60.73336335691413,77.07022472810496,16.48042163364607,8.403544171525464,11.313654532225131,31.54988188231825,19.435286896149396,21.74415101113223,37.8717020806021,8.310628668138998,16.182322735329848,21.231332758504635,41.675988935081755,45.30538308913798,13.667313616067851,33.82188430557381,14.039776970738227,64.90202002070666,31.1077819839283,21.24619763636422,36.0844309035602,70.95270644951391,14.895689425823058,88.40767909172791,28.17659635165413,28.152836587312528,8.964763428073223,33.47770829259849,29.739291678553226,39.339959355978166,23.710602063613663,5.479169938809592,7.481040268994189,46.131165117941386,24.664518538225575,64.69555447997769,107.5325264362437,27.54866544649125,32.93648249710716,17.505376998945437,21.628397285697343,71.81054212329755,48.431254547610884,22.21690220753453,9.799360209246194,43.92351038698366,21.94620917567641,25.55404725348343,14.761945592143011,20.01341445042423,44.884077992928965,11.344225696125035,5.374314452667985,11.041599220455355,19.624002730970552,36.35961144571555,46.198237370062536,24.3490706045638,16.768263365568615,8.29824794776538,12.763240559400213,22.764578799078137,13.790920484522898,13.486450924266853,25.32999227507156,9.463638345134417,47.72707603445126,30.261806158787348,9.005511624254352,31.89706292451046,19.09042974321825,17.829639684976776,29.952448417671814,29.22451014017059,13.159944483086894,16.45962683146514,73.15278850684506,4.577260503178119,20.44337403077791,51.49009382101886,34.22519929353766,16.3165473736846,8.581321699997115,90.01240476060735,18.823903685207565,14.595306705301994,10.629990351852861,20.559007555044122,19.423867785125186,12.758552713821853
GPB:bin_000177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.073479868127706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.42631342370364,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000085,129.52768725025769,0,0,8.058751267114111,12.208603118289492,0,0,0,0,54.701257084266125,2.0726822006957595,0,0,0,0,0,0,0,0,43.863404547849285,0,76.599964793201,0,0,0,48.67380900720921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.435555654926766,0,0,0,0,0,144.33664942751165,0,14.653554705791771,33.76064352234262,0,0,0,0,0,0,86.40730991398898,44.419564903167135,0,0,83.30190019092919,0,2.0821294633986276,0,0,46.05139058983355,61.38982460526975,0,8.679956026141207,0,0,4.363171043006145,45.97760746812415,10.827035420622053,0,2.70503472971224,0,69.78924416544929,93.18864955473477,126.75945033306326,0,100.41618341293703,0,0,0,61.45836449617906,34.20419250624228,0,2.7999797198760645,0,4.222831955555038,248.60230897398634,46.863902418593725,41.264982177738915,81.23743710878492,0,47.24306830717334,47.3453821622454,91.27727936469049,2.5666323311152213,0,26.923565031649908,0,69.16331577507076,0,0,0,0,48.650804922527726,17.918481459589493,0,44.390797988236905
GPB:bin_000097,1.8841185177101307,0,0,2.116570380121546,0,0,0,0,0,0.6652809134376001,4.3454788522007215,0,0,0,0,0,0,0,0,0,1.9296471615363102,0,0,1.4831083615826914,0,0,0,0,0,0,1.963409976059095,0,0,2.3344428453526676,0,1.3347566008007583,1.3622272544352059,0,0,0,1.6103327853980942,0,0,0.9491443343268922,0,0,2.0844957063249003,1.6223032378198088,2.1073111840175702,1.1949990109882613,0,1.8718411306109362,0,0,0,0,0,0,0,0,1.7758728881188994,0,1.75259700841001,0,0,0.8263193075553675,1.0285892600145963,0,0,0,0,0.7335738791768693,2.6908963174659473,1.8697948994277371,0,1.3076440376233707,0,2.722510589246373,0.9952868475080314,1.2875398162484397,1.2496333835796767,1.8607403264420812,0,0,1.6429701727701194,1.1524885581573006,0,0,0,0,0,3.2729467775269248,1.7976652502199697,0,2.069148972450907,0.7027780998697232,0,1.8003253507581285,3.3666641657174425,2.8317281786496236,2.0489424395168165,1.1766340861190496,1.413229566676443,1.4479131852316673,0,1.5963161017931804,1.2439550920462994,0.9856695609469958,0,0,0,0.9989700636377897
TG5_35:bin_000024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.64253141745752,0,0,0,0,2.1193735188651255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4672639432709316,0,0,0,46.702970877271376,0,16.212726680023586,0,0,0,26.001567667947416,0,0,0,0,0,0,0,0,0,0,0,19.28033785441932,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000206,0,0,0,0,2.0095973970633083,0,0,3.646788242670827,0,0,0,0,0,0,0,0,0,0,0,2.8742485205997648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2681239149468482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000114,0,0,0,0,2.0730418101981503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.06850917543266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000123,13.186525389169264,0,0,34.65278010045632,7.227819323464856,0,18.767162463496444,71.14697804094536,72.95889232321416,2.9996971397658556,22.84026439360907,0,0,0,0,0,0,32.29539520498913,0,5.535898450073629,0,18.902667103210902,77.31432627099271,5.467501746739496,0,0,0,0,0,55.4653998292077,0,0,48.07823367738297,0,0,68.23523924577675,0,0,48.71290537474121,0,6.1613646691904,0,0,41.60659836406378,0,0,9.476395466117857,60.950530066779606,29.691763766562573,7.164761797510778,0,16.56493590378925,0,0,0,30.6429198058626,0,20.421893204792127,0,0,12.103040600148086,0,94.3793497802499,15.980249953282199,0,26.312892978030515,15.790110800204607,32.843259242530294,20.186693235722533,0,0,0,25.357962692651483,0,0,13.83279598911176,0,16.615427951943722,7.433699844335363,9.79955377978471,0,14.225363608719306,0,15.436804545296937,0,23.093230935684698,6.131953166208899,0,18.3796118295305,0,0,46.90872369419524,29.10137041954581,0,14.304576748987168,5.870701693715942,0,5.506256810136091,31.94793442876479,17.56050837560438,0,26.96491700187393,0,0,0,65.47773823854402,10.63361613585322,0,0,27.15818601755362,0,25.299047631906067
GPB:bin_000045,13.010616885964826,0,0,0,0,0,0,0,0,11.156005790090562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.650604867597522,0,0,0,0,0,0,0,0,22.396493399225317,0,0,0,0,0,0,0,0,0,0,2.498911480438202,0,0,0,0,0,5.823530042147636,0,0,0,0,0,6.0725698230227945,0,0,0,0,3.6232519685633173,13.794291434293706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.762682493231731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000155,0,0,0,0,3.2295342990395426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.405686179156403,0,0,0,0,0,0,0,0,0,6.158391414902611,0,0,0,0,0,10.036826462046127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6130877908662686,0,0,0,0,0,0
GPB:bin_000060,8.934324200978486,0,0,0,2.919232576258679,0,0,0,4.932345715536826,8.364185883497969,0,0,0,0,0,0,0,0,0,2.831822854112333,0,7.206511351917425,2.867921388402579,0,0,4.638892787773397,0,0,0,3.5250491889806597,0,0,0,0,0,4.253071317088012,0,0,0,0,2.8022380250781853,0,0,3.995674899709951,0,0,5.0629980358026865,7.870110833846725,0,7.920707615319898,0,0,0,0,0,0,4.57846241255876,8.334390934939432,0,0,2.5613990262220763,0,0,0,0,0,5.137926658200251,5.963066030480779,0,0,0,0,5.255761687478305,0,0,0,0,9.631794950239495,8.363597548829677,6.570101336444223,0,10.948403890068827,0,0,0,12.752490126483549,4.825268805907553,0,0,0,0,0,0,0,3.3091723896221126,0,1.9332256961049723,4.042153338505075,0,0,0,5.237817480095377,0,4.286690440990453,0,3.7140727131221323,0,0,5.400996302736849,6.332204010929577,0,0
GPB:bin_000004,6.164884914616882,0,20.792441109751795,33.58445710117225,5.875082432809674,34.30420173140799,32.611975577169716,6.0461723322657654,30.55068073395466,4.965808473299239,13.937968202020214,0,1.8882442955250849,0,0,8.225246115815802,11.823409081784861,31.953011042184123,20.081519396568492,16.43065233878881,0,0,25.874441331958597,32.19094970999523,21.091906786425966,5.689754492607578,0,16.841968328995527,0,19.716325321958667,0,0,15.626973291302845,46.74535505316624,0,17.513770441702924,13.2781167071193,7.940765393500544,28.13516210981933,25.1358838150978,3.0519823865321514,26.321048990375083,11.527958065780059,19.177333786045974,15.977509186259404,0,11.477214622203313,18.0029054939542,28.168959950803288,9.766222263440788,43.33074610756863,24.972076323367535,23.58104308353326,0,0,0,9.344262754250172,0,6.960207866058472,25.71156748224446,2.5196663910347956,2.791963085039538,23.298989830459945,82.943776389002565,11.974892498902191,27.16137348699421,3.6882127384249395,11.741108538062873,0,16.200182807106756,22.567014489812877,5.787926950603802,6.994379163848883,8.570226840776378,0,25.631881136167642,41.870950133246275,6.115308523560301,6.588058158428469,30.525705810023144,26.547177086682126,7.74955550859682,0,0,0,108.77190907696104,0,15.675896132948132,0,14.001129084411508,5.442992907744031,50.4436511253654,14.402455105045618,5.496070456361105,7.248096381732609,39.646221255107406,4.392505593293712,11.033314525633608,32.5025060507783,9.783307912335994,0,0,52.83806943993616,3.2953361780368184,0,20.99387437473216,15.719217122496632,33.54305007775682,11.570112002808395,0,0,21.312246302232992
GPB:bin_000184,21.895339415774984,31.652412928143285,0,20.92766270433737,10.572796628918802,0,25.268911416812333,16.515206348322593,51.711913800656696,6.759363585348808,19.44434595193338,12.895000959691494,0,22.12456649050345,0,0,24.33635501845392,18.515218069745398,0,6.608289097172061,31.622127701971106,29.969099399130567,47.967710410528184,30.98996206654545,0,25.778969130167866,0,0,47.31809450690172,50.31057374899453,58.39185009472375,31.851794330054755,26.169863928933015,45.235095112020176,13.187919315586123,20.594613127114435,26.42084889474309,17.085263094660746,39.23919174929049,4.291183585319504,33.072038399381114,0,24.136358241845187,35.32299113127847,0,12.066970349195838,57.705223798590794,21.001683489350356,13.782810826492176,35.60184377980721,20.84612555695073,30.09551494408149,0,8.100924380705953,16.661489704927835,58.76098700240729,29.969890595169897,27.412569174709276,3.4355490241182927,0,16.052796218669005,0,37.412627781823296,46.446636024913886,0,19.485180458629973,4.220767137819024,40.03759646364674,8.582499036645563,0,35.950805188487806,55.70771753129254,16.201497118727758,35.857092413162576,96.01779311981785,28.4449920953655,13.191831340447262,9.312113650915517,14.54785344118996,30.466410065185766,13.560177052091468,16.7679495275534,48.36818747243635,0,42.19118812737084,106.22154075172416,27.824342757845663,10.409678378810012,21.242426861984644,14.40948204497803,38.95146012298703,44.779410148700904,9.734963978602543,28.335323533247085,17.53703603311888,17.979798127795743,13.895204619412729,28.292423125781124,35.642062911806555,13.392575357759803,21.81542861580253,20.92814621302807,26.102480399583307,41.66293290511069,16.115784214466874,39.41391420797614,21.236536847025178,24.33850882989432,29.933847220044807,10.800880864923789,9.966740462791076,17.13664688188176
GPB:bin_000166,0,0,0,0,16.84614704866915,0,5.465106561374858,13.3422294316544,33.15700403338503,0,9.433260767110376,6.872098949456644,0,13.817100922308017,34.674301418808945,13.14982504644421,14.664861873003174,21.58694999917798,27.94143234489826,7.595786044268593,16.33402771308165,0,17.358574642283685,39.19613841744439,12.977919820032113,28.486740794730295,38.62683721784115,0,0,32.57557801805159,18.937780514804604,0,13.52887966702653,0,23.770598486384586,23.801372912750647,0,26.734910427067522,28.234174717909653,7.689804742515495,0,0,12.208507784542709,28.563394290787333,0,44.892695380787714,9.857577941329593,26.081660291433987,0,0,0,25.856066791979263,21.417253955292995,8.119773313897094,4.372691489886397,0,17.495800840653892,0,0,0,0,0,10.29114285635998,28.686440619913743,43.680778947483795,0,2.822307742893625,24.095502446883717,0,0,41.6570649999726,24.270387500890525,0,12.526630068446982,0,19.87781336826011,17.9987751881059,0,0,16.070518476301125,0,23.5258416129156,5.976712133583958,36.90377759936869,17.1828161905336,37.648066605654414,0,11.611155104478922,0,14.247274999040975,9.453297538867913,11.463294004175868,0,18.15023263205774,0,10.672149777780213,13.156812228390427,8.044609731637411,0,5.663265096423111,15.33583684519145,0,19.105935268554394,23.09941800884495,10.344060484335012,34.29170183091568,22.109241849657764,0,19.708682464091364,0,0,4.192155038717209
TG2_14:bin_000017,0,0,0,0,0,0,0,0,0,0,0,9.16450008689845,0,3.176579412390043,0,0,0,0,0,0,10.391687038544976,0,0,0,0,20.33331068974431,0,0,0,0,2.980660904608441,0,0,0,87.08938277399258,0,0,0,0,0,0,0,0,0,0,78.741639884006,0,0,0,0,0,0,0,22.379239828249847,7.350086942559685,0,17.023273786575647,0,0,0,0,0,0,0,0,0,0,0,0,0,12.64544462451489,15.257625228604676,0,1.556364451212035,0,0,0,0,0,0,0,0,2.2192849272214463,0,2.190965737309077,0,0,0,0,0,5.837127604858197,0,0,4.659499235558316,0,0,6.267208760069413,0,0,0,3.2408269203454414,0,0,9.40183871824347,44.32072320682625,0,0,0,19.12266532099052,0,0,0
