sequence_id	D300418.lib1	D300419.lib1	D300420.lib1	D300421.lib1	D300422.lib1	D300423.lib1	D300424.lib1	D300425.lib1	D300426.lib1	D300427.lib1	D300428.lib1	D300429.lib1	D300430.lib1	D300431.lib1	D300432.lib1	D300433.lib1	D300434.lib1	D300435.lib1	D300436.lib1	D300437.lib1	D300438.lib1	D300439.lib1	D300440.lib1	D300441.lib1	D300442.lib1	D300443.lib1	D300444.lib1	D300445.lib1	D300446.lib1	D300447.lib1	D300448.lib1	D300449.lib1	D300450.lib1	D300451.lib1	D300452.lib1	D300453.lib1	D300454.lib1	D300455.lib1	D300456.lib1	D300457.lib1	D300458.lib1	D300459.lib1	D300460.lib1	D300461.lib1	D300462.lib1	D300463.lib1	D300464.lib1	D300465.lib1	D300466.lib1	D300467.lib1	D300468.lib1	D300469.lib1	D300470.lib1	D300471.lib1	D300472.lib1	D300473.lib1	D300474.lib1	D300475.lib1	D300476.lib1	D300477.lib1	D300478.lib1	D300479.lib1	D300480.lib1	D300481.lib1	D300482.lib1	D300483.lib1	D300484.lib1	D300485.lib1	D300486.lib1	D300487.lib1	D300488.lib1	D300489.lib1	D300490.lib1	D300491.lib1	D300492.lib1	D300493.lib1	D300494.lib1	D300495.lib1	D300496.lib1	D300497.lib1	D300498.lib1	D300499.lib1	D300500.lib1	D300501.lib1	D300502.lib1	D300503.lib1	D300504.lib1	D300505.lib1	D300506.lib1	D300507.lib1	D300508.lib1	D300509.lib1	D300510.lib1	D300511.lib1	D300512.lib1	D300513.lib1	D300514.lib1	D300515.lib1	D300516.lib1	D300517.lib1	D300518.lib1	D300519.lib1	D300520.lib1	D300521.lib1	D300522.lib1	D300523.lib1	D300524.lib1	D300525.lib1	D300526.lib1	D300527.lib1	D300528.lib1	D300529.lib1	D300530.lib1	D300531.lib1
D300519:bin_000006	2467165	2424799	13662	18206	23490	13653	13553	13189	20888	2467101	16238	20783	11302	12549	12668	17414	20168	14534	17468	25026	269101	2471860	17691	14290	19306	300175	9234	10377	2462930	18244	264366	2457735	13812	14096	186778	24071	14425	19842	13080	11770	2459717	13670	20995	20269	12442	212525	19751	23044	19007	2471152	15079	22707	17460	263572	252235	2470167	295791	2471744	13632	10519	2467972	9631	18756	13106	11382	17917	2467642	19257	2466126	13692	300272	187444	2470916	277494	12004	16604	14397	2469234	2470391	19909	14629	22867	241983	9294	238688	19721	2471472	19353	2470611	19647	293483	22207	17094	243458	2470627	19980	238841	17860	17470	16578	279761	2472905	33467	292582	278535	22493	22460	12931	270538	2433961	2465241	19685	300	0
D300521:bin_000005	46865	280	88	3578	6686	1178	265	2917	1216	31453	14788	28161	150	25495	1354	27177	22633	2678	0	104090	32996	27548	1361	1624	21028	225153	1199	0	231	1109	33515	276	1082	150	0	1365	0	2591	935	1186	40117	0	26237	1510	0	27397	31540	1365	1842	29133	0	29209	139	7037	32490	267	108464	26423	2688	150	36912	0	19193	492	1665	5190	31680	64436	313	0	36623	97116	28152	99655	150	31728	1383	36831	30022	31712	150	35483	95056	1214	32471	32033	27539	32770	3965	27290	98228	13991	1620	34576	34805	26999	102571	30446	5290	11445	32721	19863	29950	1702089	32482	22708	31052	0	52204	3705	388	7059	262	0
D300521:bin_000006	129389	27753	24942	57475	72881	11212	23068	25604	27416	76836	51107	62753	22315	58224	9054	31654	51188	24891	33266	73274	125474	94344	25882	26707	34037	2073956	8458	30558	30788	26062	123847	32471	25228	49716	100381	48658	41815	50130	26002	12512	109383	26377	53124	26632	22377	101737	89876	49389	58884	139787	49886	57712	30176	116908	117943	54426	2081475	147438	37794	28299	139064	29628	52026	26587	9957	67758	184991	44020	77414	21155	2044217	2062202	143760	763693	23316	71216	25088	89767	141585	90348	41726	95071	116318	7047	114848	86416	87210	46213	61053	49216	2075558	82199	61135	1964334	1820175	191381	1945068	84081	73899	53136	127666	88991	1901880	2084550	123712	49192	199271	43950	2079793	78155	49589	76073	0	0
D300526:bin_000001	4194	3827	4094	5738	4016	254	248	257	978	3130	5138	6552	1617	4315	249	4065	4158	378	4589	3973	6763	5069	276	403	3848	2108702	242	3815	3744	624	7033	3899	208	4972	3774	3178	3983	3964	329	286	6423	3747	4091	1568	2653	3296	6479	2702	4694	2780	5172	5030	4130	4748	5106	4809	2106648	4827	2493	790	7555	3503	4662	685	248	4877	6287	749	4972	2612	1319951	2109374	4755	2107930	3981	5629	415	6461	6103	36895	4691	7756	4686	244	6920	6378	6724	4424	4806	4095	2108433	5775	4730	627760	9659	4374	2104159	301342	5243	3636	6649	4715	4429	2108769	4787	2876	5090	4346	2109688	4712	2339	4990	0	0
D300526:bin_000014	192343	245721	204293	192319	267863	262646	223589	237953	298666	158824	246526	247745	216519	337261	353021	162491	542663	279591	184154	221509	3245354	364228	297946	297968	699062	3262675	331063	174449	262846	383330	3273629	251279	245873	145615	276987	297021	113096	257505	275163	250834	141042	196576	600735	288824	171611	249366	158007	316942	210318	359436	135598	165750	519860	526467	178305	342046	3264557	264252	149956	192726	160702	215950	270112	305305	359587	126033	174285	428433	239689	186940	3279456	3273253	222656	3279612	310960	204779	297321	263341	175198	202737	146295	166300	1625512	321670	891564	227481	176768	139742	209701	276668	3280724	246360	155223	3278666	233257	131888	3260495	165023	191428	251832	3260330	267496	164477	3270085	256125	309374	183073	133288	3286996	225754	270914	204182	0	0
GEXTRA:bin_000001	189	210577	2084841	67136	3113	7469	7820	855	26069	0	33563	0	12564	8297	158348	0	600	2219	0	7584	150	172	34861	6000	300	300	492099	0	1339348	6194	150	183214	12945	25170	15002	13734	13113	170	13748	8716	14831	47494	401	9818	82259	9492	150	8808	46759	0	21285	868	0	0	0	14592	0	0	40042	0	5604	1812	249833	5709	634842	15472	10121	18555	13698	42629	150	0	155	0	57272	150	14352	1301	0	0	24828	0	2138	347056	150	395	84	0	45753	1483	150	26602	49631	150	5248	1618	0	0	39315	51898	0	14170	591	0	0	6703	1102	13119	153	226	43353	103854	0	0
GEXTRA:bin_000002	17988	610657	712821	15909	15080	492909	7599	11603	30348	8017	37739	4016	690076	102643	92904	13823	17886	55101	27969	25956	61199	17238	33061	60513	17857	295558	47398	18988	331757	18041	47288	119862	15167	12832	114283	20951	11614	18293	16648	276571	15721	25272	10378	48533	85535	203749	21368	12606	33446	11134	17065	15685	39902	70963	4835	24344	18179	13657	21779	6560	7817	69882	38844	27078	56996	81110	14044	16809	20596	39927	23410	13277	15420	10158	106993	16881	99263	11030	8767	20232	70834	25427	79934	91500	10011	24937	6872	8375	23108	25351	23510	84825	25894	54521	13418	12243	12958	20212	45740	17820	80894	21737	16498	32225	5554	68282	19129	12632	59206	8876	20724	28091	0	0
GEXTRA:bin_000004	27930	9766	4389	94690	88154	27843	31139	107713	168945	7250	267926	5769	4551	16687	169289	20810	15865	21554	24914	109651	21646	15327	118237	48659	36559	12788	211827	73131	13056	100302	23367	6973	55444	1708	5905	231675	9646	10154	80323	41809	8981	3643	16117	147044	5374	15493	30354	277884	1115951	8032	62280	48380	21668	3132	2981	12022	25399	11009	2542	7882	7166	23535	218581	109030	189159	337755	11107	85590	5818	7243	24830	23783	11827	16042	8934	46856	69907	7315	5614	6155	5328	20887	18410	30903	17243	5990	4012	12449	6773	19423	18361	569311	483109	14420	6416	19066	240064	8882	259164	583876	11339	20746	46394	586381	3214	169271	14116	9354	55360	3262	4490	589759	0	0
GEXTRA:bin_000006	16641	9978	25203	5774	4290	6538	5338	4747	9191	6167	15679	2279	7910	11399	12213	4444	6769	5241	10006	3546	14644	14702	12793	4513	8877	7492	12993	9435	25910	10865	14230	22091	5731	3480	5063	5107	13341	5476	4318	7486	22732	10091	5733	11321	13081	13901	12632	3668	5001	7641	2567	9946	2857	1485	990	13058	10842	12395	10836	766	10203	14024	36721	6030	15149	3448	11636	6528	6581	10811	16632	13905	11461	10969	21618	10509	8642	8017	5198	6055	5795	13260	12336	13977	11456	6304	2644	4657	8882	9368	11788	11745	2064	12722	7676	6896	9706	8539	5580	6621	8447	10227	10191	12530	1856	7549	4039	2700	11881	2099	5881	13173	0	0
GPB:bin_000001	4082926	3813921	377872	3197144	3544198	3476651	3472137	3566772	3522477	3879100	3431397	3599859	303140	3428964	2783746	2556137	3385661	3516754	3476772	3641483	3669121	4150714	3498046	3498431	3360317	3546593	2841234	694658	4061401	3498554	3633944	4048342	3479086	2413758	462425	3552266	2269212	2875301	3483613	3483722	3888015	3454977	3229215	3504135	381655	601651	3653523	3545355	3165525	4150901	404589	3469944	3083295	3530045	3555176	4138756	3653189	4073131	2649486	3456044	3515102	2657174	3442714	3508303	1918986	3035635	3512948	3572200	4147913	3419915	3525414	3621130	4047686	3616671	4120775	3040364	3506325	3919755	4132377	3674495	313925	3658331	3588982	374551	3635595	3092534	4141473	3232121	4150675	3008491	3557368	3485676	3114063	3581826	3935311	3282701	3505317	3566449	3484176	3265150	3632057	4148381	3510075	3569528	3532022	3544379	3305939	996933	3401402	4002852	4108076	3124961	0	0
GPB:bin_000002	112160	3676934	3612505	91840	444557	1866607	285894	1064933	676757	189046	2279	184668	3683701	3544889	3697478	641432	1320375	1613554	2196527	469932	2225	2072840	287687	2356502	1870653	129708	3712196	3688043	3700808	594157	0	3657016	1210779	498670	3713615	478844	287233	1985687	1012017	1929800	125157	3806017	125983	118439	3810042	3704054	286279	426486	135340	459115	1450253	79605	510135	117894	7163	1971431	219956	3066642	1507413	2360575	692260	3672401	30291	656644	3712535	743762	41758	715573	1573434	3792612	470979	85917	87064	409865	3661734	150953	2049039	70914	156003	112388	1245440	55187	401392	3534213	378627	31998	1985499	29250	2314767	31813	4663	11000	15700	100841	147627	103065	89374	919	693726	182021	246604	2113976	547	120359	25594	931732	17466	252456	142753	1780110	1260756	7843	0	0
GPB:bin_000003	188583	165821	102994	181702	209321	150430	231273	231437	236910	143824	171949	197931	79597	166814	141068	107515	120680	334065	118144	204004	290945	179651	217408	246950	135425	2002912	130638	113060	216447	214052	214448	170025	206002	100210	196519	200407	87491	123029	210241	169775	3793152	90546	132942	249278	81215	223910	203457	223893	157794	180038	102697	205474	122638	200955	171012	175520	283508	164198	105106	97193	3342845	120938	578685	236394	273268	162100	3819316	230347	162488	86992	228672	258951	3525446	236834	142390	214392	243956	145239	169616	232956	103209	212899	205252	203859	217926	235680	146240	161961	154199	126048	252719	170101	142776	222011	1052778	104904	192275	163338	128088	201440	218054	173023	188756	2816186	232446	235807	190646	102430	306288	148376	113319	149316	0	0
GPB:bin_000004	2433068	172604	3209182	3210325	3044706	3199968	3200556	3052637	3201930	2421913	3198070	224632	1809468	218371	240171	2399884	2471439	3202361	2451718	3197698	345580	289759	3202178	3201829	2438667	2479792	97703	2410482	209405	3200259	317476	200132	3197183	3212714	238751	3200220	3207110	2446995	3200730	3199510	2101875	3211696	2479640	3200427	3210697	246716	3146759	3200072	3212686	2526363	3213092	2514977	2453320	234615	213290	261872	2571088	296225	3053017	2429256	1657321	1788522	3212139	3202431	3185608	3212770	2266191	3190822	182693	3203623	2575093	2455440	2472060	2525714	205206	2541106	3201734	2464828	2483417	2599000	3211971	2559073	290614	170625	296620	2656232	266344	2473753	213662	2470241	2466421	3212901	3207213	2463175	2477645	2494437	2428290	2543054	3212473	3190319	289597	257205	2522851	2031979	230947	3199156	2491782	3212030	2614029	236390	180113	3212003	150	0
GPB:bin_000005	840516	924895	842228	3286395	2990127	996491	1129967	3413997	2602091	704946	4514205	996150	851139	1081518	1071478	903173	2619820	1072055	859984	1260739	1229826	1244308	1302848	1067636	2906050	1024522	1049659	790982	964232	3775292	1038099	936402	1789750	740725	987474	1489899	668899	1200320	1263987	962411	625575	859737	2767985	2670479	787083	1018232	883329	1799311	1380756	1132016	728877	811868	2534209	1004883	683649	1097535	1200542	1083863	743495	825702	699186	898906	1270463	3446856	1093150	3863061	752397	3778613	972241	817481	1389072	971370	984755	1019729	968661	1071072	1067020	1052723	752835	923909	764254	678860	972734	1043459	902029	944443	899158	731776	931201	1468975	1158502	4514205	2527434	1038323	926881	676977	1050610	689473	4514205	4514199	997250	1067069	792938	962642	1050027	1231485	965587	724266	1313282	930246	941846	4381370	0	0
GPB:bin_000009	16371	4835948	61013	435107	18515	5009272	2162706	564552	3358073	5348	12732	2973055	104622	4968223	4980706	3947173	5020215	3526010	5027225	62630	15039	84268	3075678	4282453	5026016	13665	4277088	5045414	118874	2223956	3349	147493	2287867	3342487	5025308	48024	2539763	4955159	2718762	4493083	6976	4083516	2463847	345849	52071	4997101	37483	61623	339031	26751	5024694	23161	4995081	1528115	59714	174659	4436	2405035	3286251	5043426	8312	4970803	19438	2239179	3906372	232220	14296	2110745	3038564	3383396	7564	26263	30031	6625	4867473	8516	4343620	5907	11624	7317	3806904	48441	28707	4817500	7477	3477	109268	52302	4875016	4027099	147761	5261	178137	10741	6984	4962781	43662	17255	156188	19999	53716	2930939	45668	5670	58408	520547	26057	3573815	23192	1429314	4417836	6503	1050	1142
GPB:bin_000010	4025965	4700080	4739853	4374303	4059186	4693575	4180792	4739798	4692739	1754260	3600525	4342194	4693002	4659132	4680493	4583745	4608188	4604845	4620579	4661975	3490095	4668503	4548639	4705132	4481634	3730635	4710385	4684108	4716995	4565294	1443025	4735077	4568346	4603829	4658728	4436510	4349124	4732158	4560020	4697224	2916056	4519419	4439982	4434338	4688353	4729774	4388293	4195167	4492882	4245801	4513838	4434264	4599311	4434310	4182469	4640319	1668693	4666323	4495533	4599571	3038767	4718981	4290186	4607531	4694631	4669296	3695270	4308097	4471749	4367157	2334777	4486112	3058281	2535395	4734067	3065140	4700040	2466124	3031732	2447944	4385433	4647723	4282477	4710901	2710949	1961571	4670571	2947906	4525655	4410390	2744762	2639789	4107592	3726815	3484982	4604751	2156036	4130540	4633370	4628104	4444268	4672426	3579415	1591692	4184106	4540225	4203524	4398462	4035179	4656148	4633512	2135582	900	150
GPB:bin_000012	3980913	126633	155100	200762	184365	143716	167832	181508	198508	3976961	186290	219260	129766	177111	128822	172454	190333	187181	202173	182539	244847	3914626	193667	158694	173288	234724	122915	145565	124328	190562	235432	130946	169101	168036	167144	180927	161667	184423	180380	139605	3980831	169789	194886	188264	148810	176829	230937	193467	209783	3555095	165690	226175	183512	202687	215789	746372	241707	3980478	163487	154662	3980318	3243701	226859	188023	130930	201861	3961571	179746	266063	163959	243696	231397	3980847	221261	117541	215844	154199	3969696	3980671	236670	157875	234305	226307	125011	230784	249985	3980656	189369	1701281	195574	234422	202748	190059	212355	3964566	205930	214305	212502	195274	182231	232347	3980943	235352	234727	220844	194828	212628	160211	235097	2801648	1259157	204850	0	0
GPB:bin_000014	3303458	383592	99486	162903	176346	159273	168722	178490	204643	3303494	146561	165232	132611	161417	102140	180827	188865	170924	189958	171898	3104171	3303531	198439	169262	185964	3035754	106604	162901	162595	171988	3045327	176953	157188	146941	146446	184149	132875	184469	170604	156790	3303507	144908	190830	190353	101092	161909	3104491	191812	173592	3302066	132082	216735	199028	3035000	3045884	170287	2683712	3303522	142472	170187	3303508	164406	175631	176168	134398	177082	3301352	188497	177611	143400	1528980	2796867	2618168	3080822	100169	222922	154678	3298516	3302586	1426240	143029	3103425	3052614	129198	3036263	3113843	3259209	170012	174474	186895	2928825	405100	169314	2829643	1963562	194758	2743838	3052217	172069	154137	3050990	184666	1568662	3023735	3056887	193244	204983	141396	3076972	163726	173094	154790	0	0
GPB:bin_000015	3461560	1909133	2962878	2952718	2235368	1980664	1575234	1927865	2481063	3455250	2980970	3457308	2371849	1274960	252024	2881679	2984724	2043342	2175716	2978631	3460525	3389632	1926524	2276767	2826552	3460812	243871	2860113	2028567	2038451	2985603	2111122	1812919	1760514	2000619	2936642	2866574	2970259	1897163	1400198	3364544	2986912	3011938	2725336	2032343	377431	3025414	2953312	2970622	3051303	2927621	3050739	2619988	580362	3449946	2152679	3463165	3464711	2933797	2210355	2435686	2537522	3024569	2900151	1920101	2989290	3462855	2878723	2950006	2992578	3461902	3461578	3463563	3457507	2041270	2991261	2265125	3462530	3347650	3110650	2946130	3051151	3443412	233516	3456900	3028522	3462470	2927674	3443007	3012341	3460645	3054307	2933061	3172234	3100774	2994463	3460167	2568310	3037075	2940893	3455760	3462747	3025248	3069196	1738122	2379320	3029358	2869602	3462851	3459858	1865771	2974486	0	0
GPB:bin_000016	3501957	3516655	199754	1247022	263685	243111	230689	245393	258662	3425379	270660	281789	3519093	234545	203235	244700	266028	254966	261889	262228	348847	3391272	243998	251523	248245	350554	214993	227786	3519096	255209	341522	3519063	242025	3517573	298393	273631	3303301	265548	243279	242858	3518741	253770	279209	253408	182894	300696	346960	252779	3382272	3492368	3517146	296843	250643	313232	316455	267746	366757	776872	3513261	231577	3515271	217826	2189720	250795	246151	3518766	3517167	251184	273144	255023	336009	355292	3344005	333801	153405	332392	251055	1809150	3483418	324140	3513825	354385	323470	227281	328072	338017	2633339	256768	285000	268530	338168	2731903	2748602	331431	508789	277642	323763	314818	3517757	1820597	335840	304626	328867	362412	301701	256487	287910	3515983	359838	277735	479086	3116199	0	150
GPB:bin_000017	2834176	3542253	3427318	168172	29372	2951852	315718	882429	86563	1209549	730025	186216	3545259	346823	3538274	2967089	372088	3026164	2181542	81839	130497	1484791	198111	1308970	2168832	136421	2861676	3452427	3511682	23557	103642	3518812	59773	1219674	107152	35130	1110453	606181	125025	1821993	1026298	2590862	929507	39489	3289198	551848	407761	40473	181903	843694	1855184	879005	2340294	217693	58872	749373	72206	1719972	2263037	3241410	1395152	3539655	267791	404984	3358330	392380	1492455	64417	1608473	1337142	175900	376893	2430382	80186	679028	686561	1362470	604030	1734315	188126	1025437	445925	35688	3538909	121899	1112048	2697127	151999	1467487	573609	136913	525362	228381	281380	2785492	1569794	168140	196168	890518	248703	98931	1451700	1267468	41548	38982	36451	277320	2943674	79178	866019	1745941	374814	0	0
GPB:bin_000019	2831323	12561	18784	30692	15897	10964	8495	12040	14661	2306015	61916	41049	18566	18022	11568	14291	37490	9463	16783	19797	55547	39265	14350	10978	11082	488973	8155	16417	14715	9735	53210	19956	8691	30918	46724	19549	15296	42874	10266	10179	1498140	15960	52447	14590	14366	31097	1688870	19756	38719	867763	13724	66797	14262	48530	47781	18703	742570	34989	26488	16196	1382093	12775	1060047	13804	9301	44222	1894655	15824	21179	16562	30003	261425	2372751	87665	9757	47110	8894	2154340	1947125	2196226	14993	2314425	42461	4189	50371	1497616	32671	35109	25459	47381	41554	551638	33902	293716	2627462	48605	587687	429621	46395	362297	58538	31536	59448	761185	30467	17828	57737	10328	428706	27219	17043	44156	0	0
GPB:bin_000020	9303	1984	3641	28957	26997	959	2849	35927	2755	5168	473271	2231	4289	3401	4886	4204	3960	26383	4196	38633	4218	3685	1928	3981	4921	60922	1290	4569	3390	2928	4429	3095	3295	1143	4593	4551	1413	3801	1603	2116	29492	3159	3960	3708	3996	4416	5350	3294	419644	4729	1727	4765	4192	2098	3637	1690	12831	3159	3851	4286	6233	4807	2024284	5879	4620	2183339	6894	30830	2470	3512	10240	12782	8186	5213	1889	5006	1736	8545	5621	6470	1428	23206	3829	3489	4067	5952	3731	10675	1193	4730	5180	1780844	20713	12443	5387	4580	29173	5571	2182661	1268015	3667	3330	5504	44364	3359	28252	5395	2070	24735	2874	2589	59757	0	0
GPB:bin_000021	3185020	206133	1223601	2985508	2814284	2830574	2805910	2832842	2841961	3183327	2940899	2898615	202416	2869108	2780542	2912769	3105200	2817400	2963827	2763816	3125133	3185708	2833648	2833094	2854896	3183462	2772902	2830652	230323	2822133	3151578	248448	2816902	2927665	2895770	2852799	2932413	3174461	2824675	2816942	3179711	2961093	2939336	2840059	288271	2892697	3061575	2927273	2988686	3185693	2924225	3158192	2896289	2868948	2889475	3185692	3185550	3185734	2932092	2833637	3185217	2919440	2976942	2838232	2801463	2940418	3179801	2835236	3185720	2949978	3185132	3185542	3180991	3113675	298356	2341085	2833245	3184413	3182097	3184655	2915545	3037315	2847222	2784971	3115895	3183838	3185656	3085211	3185729	3007677	3181900	2988575	2906339	3049174	3182627	2976879	3184955	3087961	2966229	2886959	3138056	3185638	3043667	3184269	2440438	2924991	3026616	2921282	3172813	3185636	2975151	2945309	150	150
GPB:bin_000022	3738624	3741251	3736379	3212355	3742411	3743219	3734694	3733245	3742876	3729063	3740821	3740206	508126	3720348	3086544	3210300	3743487	3211937	3293499	2929307	3742031	3743381	3742131	3743272	3174754	3398429	3094180	3156944	3731237	3223566	3741828	3474351	3173356	3741748	3741561	2912385	3627262	3742923	3719826	3742734	3742428	3738301	3740792	3742686	3731305	3743409	3741389	3738956	3197173	3743270	3370897	3742430	3718818	3025487	3468047	3743294	3290017	3743554	3743666	3741075	3741877	3130340	3248708	3741721	3164721	3242196	3692203	3741577	3740624	3741460	3391079	3738145	3742122	3708828	1537513	3202838	3209224	3742919	3743186	3740687	3732786	3135433	3720888	3114658	3726639	3719904	3741656	3171020	3743578	3218607	3671965	3272298	3232531	3732354	3741837	3241656	3722243	3735219	3281261	2927066	3738469	3741636	3742541	3734259	3634529	3741461	3224942	3726169	3605819	3422152	3735865	3224796	127	0
GPB:bin_000023	2497205	2869972	26406	1695537	1020875	1812981	1022950	1776737	2474119	1233592	1938004	916013	26092	30367	2152048	31169	1391054	2257167	29787	1875842	2317153	2690319	1666060	2563585	31615	2244349	1692909	26579	2433919	1389440	1600033	2736770	895009	493362	372134	2405149	187998	2000466	671737	1840109	1251693	1286852	1723533	2170255	22158	41097	815984	1690799	783133	2399871	605128	2627655	29583	31460	699507	2863528	2160216	2453214	2159295	29642	1993844	29080	2490390	2172473	2581062	1219310	2573549	1324076	2172028	1046625	2749550	2592827	2806009	1937196	1701376	2582168	2517776	2201933	1803766	326839	681059	2263395	2540696	2154746	1722145	1961494	2522011	1203289	2648955	2434612	2791256	2593787	1814341	1581118	2891053	974191	1515261	573215	2292055	2196148	1696665	2838239	1971002	2050796	2458155	2431091	2265232	2078633	1785889	2269683	2869315	871372	0	0
GPB:bin_000024	458704	171534	200231	363837	3669178	357959	295571	3132237	380374	384537	372084	348401	148724	382663	288934	344318	337547	326234	356543	3666673	389503	476360	313159	357989	283512	390255	326034	391481	185972	325938	372232	180416	281733	362975	328474	361838	347960	296746	321445	350963	449003	430978	317225	358832	192288	404826	350825	353765	369884	451510	347217	338538	353976	317772	305705	415357	415846	465331	375992	292630	460670	348037	391307	374577	341627	342179	447987	337226	373681	421923	400834	422765	458406	345330	135685	290644	354675	446999	443649	372158	348778	371018	327819	147599	346628	357117	443678	250260	431911	307544	385726	431674	339471	334492	468993	331928	371448	343545	405333	345532	368238	432790	324592	414732	244858	344571	316019	330312	423524	380634	381047	328485	0	0
GPB:bin_000025	1870999	1890633	1890376	1796666	13702	17886	14262	15356	22975	1885803	1890373	11419	1890699	30905	33710	15307	31994	10861	31199	9326	35058	1888894	16252	14517	26848	20994	34139	26838	1887281	12271	29202	1890299	11966	1888827	15713	16885	1823505	33866	15336	15802	1792331	1890173	17744	25165	1890310	35446	44714	14648	1622307	1827661	1869510	28722	12886	3591	11091	1571688	25563	1777265	1824395	6408	1823503	24338	1888471	14279	29458	1468659	1866255	11106	1615174	1890713	34361	30322	1886977	23899	1890649	39352	20091	1315211	1509418	32028	1878970	46869	29825	25061	25078	33218	1821191	21593	1859080	40558	30541	1890499	1719398	31572	1881689	27865	24887	37839	1890022	1809801	23146	1884101	33136	32580	6772	16622	34872	1880572	27326	1810596	1737170	1768223	0	0
GPB:bin_000026	92352	1612	2979	3127	3266221	7025	3470176	3423737	6044	50490	4341	117635	3051	178773	6109	141970	192925	3448418	177745	2701509	203215	51846	5403	7097	187092	95722	4953	4047	1965	2935771	99673	2001	3133030	5239	4188	213416	2909	205841	2587046	5988	41239	4944	180319	7208	2166	4907	1465759	208353	3369	123058	3384	133633	164784	12050	81069	2400	145859	1849165	4360	185933	47745	223364	24789	3529680	6113	2881	64181	3444063	1224	4658	75904	68373	49668	122138	2273	112390	6079	84035	125041	1058988	1946	1176565	126994	4617	54446	2116092	40146	147123	38940	169309	60183	58975	3129	169084	49934	154582	100732	960420	4074	51596	93311	36455	129715	136173	127528	235663	86188	2218	114979	25250	1384	55385	0	0
GPB:bin_000027	352327	138008	210102	543965	172311	114274	108596	144261	156584	2660146	365240	374309	180323	176826	101936	184098	365076	127881	199664	239392	471024	307227	139227	123419	159148	381409	100058	166456	148511	144464	450672	210118	122088	264067	399325	190904	190636	386290	114862	106333	2666155	186619	427608	160373	171282	273320	482805	206722	610013	319477	168053	478821	174558	412356	412038	185516	410494	301013	247148	141961	2665378	178658	632152	141536	113826	584014	2663946	158885	222005	191574	281877	478669	315909	426395	104402	424878	127744	2664210	284834	417843	190292	524567	413258	94373	442945	350308	268379	370633	231877	418503	371933	663649	525003	381596	2652729	429245	380414	431290	638446	590455	470339	268015	440141	340594	295730	173477	453903	171767	412401	236201	188810	499352	0	0
GPB:bin_000028	457776	66989	86623	2132698	78783	65289	46699	119392	137737	1171063	2903620	103403	92439	60882	33632	73294	93659	200187	90374	149512	154155	155151	72698	128382	43348	2373196	29949	69259	57485	58441	141004	80495	59478	76120	113701	227452	48144	102855	72639	45391	1624963	66604	96901	94751	71567	85514	1201894	195654	3045867	1531009	47466	3254698	72280	111857	123524	101709	2656922	134525	63327	68318	1031604	82606	3043922	112988	39761	1668505	1223402	64171	71911	63338	3237000	1994997	423294	2989256	39557	1592242	107939	750372	430816	3200223	1157261	2226748	133661	31303	137219	955021	103528	450317	103581	104768	2498189	2130665	3410500	1201008	1397449	110833	1821254	1196702	2869101	3336789	154635	115937	2567800	2936132	90794	98438	3115770	41608	2260530	111210	70461	3445227	0	0
GPB:bin_000029	1891186	2523967	61105	497243	3158300	113976	3259388	3249836	1396648	1252948	449390	146290	44422	91870	87284	92397	98392	205097	91060	3278953	530931	2065509	1189444	2624650	114815	632858	86467	80204	2564298	392636	466845	2529142	3129810	63162	123005	1727278	51228	114220	2550076	107593	763804	59181	127111	828742	51777	158441	171556	1308972	130132	2580465	58140	175295	99233	152728	160166	1359182	809656	2577364	88101	56505	682109	86553	622227	3285851	102415	150603	747652	3092843	2551320	58507	479224	601989	1730480	526160	1055975	191773	2591725	925304	1378570	223001	61355	206627	309103	97437	410846	235243	1833592	124645	2315566	114696	674374	464090	415043	476739	568108	89869	566717	152720	106680	356973	462645	2538984	166435	537449	191361	317388	157920	61200	496730	870790	553544	258904	0	0
GPB:bin_000031	3854254	3854548	220948	520997	3027748	307169	403262	1551844	473004	1524572	494945	3844380	169712	3853321	242469	325627	407572	486089	336027	3014410	3854540	3097957	414195	465989	369508	2177520	237120	288316	3854510	466057	3854534	3854540	397018	306593	2452148	417899	270327	409428	384343	322169	3757200	267625	422150	436815	187761	3854481	466607	452619	451590	1239017	292467	485392	364940	3854047	3854505	3853778	1050400	3048921	1426862	266670	3854535	318675	637941	414831	266739	939920	3854464	477886	1906793	261075	3853610	3478403	3854562	3854353	3804681	503135	386980	3725781	3854560	503582	296948	486831	3854429	267754	3854552	515682	452351	386591	3851372	401723	3853835	519618	431541	3854562	3854549	369881	3195341	435163	394644	567759	3854381	3722978	454730	3852639	3854564	473563	432027	296809	3854561	3535518	2091129	455461	0	0
