genome	D300530	D300531	D300470	D300477	D300433	D300479	D300436	D300445	D300521	D300514	D300443	D300526	D300474	D300511	D300489	D300491	D300488	D300508	D300502	D300438	D300448	D300518	D300500	D300522	D300429	D300472	D300471	D300431	D300463	D300452	D300453	D300465	D300422	D300437	D300523	D300426	D300440	D300485	D300447	D300461	D300456	D300425	D300424	D300450	D300481	D300494	D300423	D300441	D300435	D300457	D300432	D300444	D300482	D300501	D300512	D300484	D300495	D300478	D300458	D300427	D300490	D300496	D300467	D300418	D300519	D300504	D300527	D300439	D300475	D300506	D300473	D300486	D300528	D300449	D300492	D300446	D300419	D300529	D300480	D300517	D300428	D300509	D300516	D300510	D300483	D300466	D300421	D300454	D300525	D300468	D300451	D300498	D300476	D300487	D300459	D300420	D300430	D300462	D300442	D300507	D300434	D300460	D300513	D300455	D300524	D300469	D300520	D300505	D300493	D300499	D300503	D300464	D300515	D300497
GPB:bin_000023	0	0	0	0	0	0	0	0	1.824938731702542	1.155270122396753	2.2904220591932325	1.4987571537947888	2.3508242894196463	1.2177223099236685	3.363074135037203	1.7753583690857542	4.942351704658679	5.075884969744855	1.3554508364620343	2.43191678635345	1.2782198870012684	1.3873443581837952	3.1623690132903977	2.804865994768001	0	0	0	0	0	0	2.868653038211522	1.5327006328170514	0.6888333263942015	1.5781334074072426	2.88028535405623	3.835708476366853	1.5080057983598436	1.1077873905060598	1.0470991197260877	2.097678399520469	0	1.4114194381082932	0.6807288440433803	0	2.104924760210615	4.998177286028159	1.6864474303546872	6.600719487339051	2.9005465599332827	1.6802498850275887	2.4181868397826474	1.5173497897760844	5.867454528292113	2.502568803082373	9.088652548764353	3.132668469145918	2.2658225715872105	1.7633446658363017	0.8148341902366731	0.8092087260166915	5.825501913770215	1.473299544528092	2.79366273975363	3.2253932819244304	6.5994799782736315	3.0456167940129806	2.272878238574984	3.983210055151797	2.982401831676576	3.6831535144690437	7.600145181472073	2.1419670118964267	8.07768988563781	4.452078195859595	1.5153475059011756	2.818166880508466	8.03773955499082	0	2.8682716508067774	2.1591771185355233	1.6794871102180997	3.531599694508689	2.175052369258014	1.4261028531909572	0.8366686191582972	0	1.4036486697366235	0	1.8603600869181898	0	0	0	1.9385445048908168	0.7346951618147303	0.9215749901395466	0	0	0	0	2.859976474753584	1.0425701442947464	1.4000254893915505	0.6833985558765919	1.757147120509203	2.242653286748981	3.771635392369773	1.882432882967779	0.8326163779828866	3.3283202077798584	2.3365699351673195	1.696506523154824	0	0	0
GPB:bin_000024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.462420546543411	15.887342900007269	0	0	0	0	0	0	0	6.1525130690370196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPB:bin_000025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.216817975812043	7.200779929146388	2.063099800575481	5.717312174203214	4.930164399629603	11.050609194046775	11.636269984097865	2.719836314300658	6.096964421417697	9.078733815597632	11.343320600695634	6.054763210486208	5.633227054678068	11.63230370487498	5.2044722706842785	7.4266198680974185	2.856196993983419	3.3701474556847626	4.6042948986774315	16.94434146808388	23.688285356338458	10.17993157903922	20.20081536124078	4.739069066671038	12.73897493364415	5.430708837557598	18.74503223527334	20.502490558933356	17.6278107037713	4.181013580011222	2.455047513380904	3.4085410385622823	5.570480517372039	5.942676159647498	11.153256500335019	8.679726125775474	12.769753260413731	9.344553849115336	6.022001744105184	27.024164159537502	15.355132709058612	15.700992257294121	31.258008578797543	19.25866539463685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPB:bin_000026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.263703999114021	2.2877551615793204	0	0	0	6.3257723922882425	2.801201056943706	0	2.042482248551716	6.1852704828161675	6.840577846498443	3.369029306140646	15.496421669441961	0	0	0	6.40398951213647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8702006510587423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.727703872221862	1.9544083270713375	1.0617729723666833	0	0
GPB:bin_000027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.527882239819514	17.185153822960714	20.194298147584238	28.425202844700987	49.0915114986582	13.682060713155316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPB:bin_000028	0	0	0	0	0	0	0	0	3.729525641568031	1.3796205719653571	2.101635531165576	1.9448859755987005	3.0075538521710525	0.8443150117810393	1.6797802138977411	4.310245834761535	10.963489570607235	2.300000777056458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9993377752182881	0.7794739673135518	0	0	1.1051037931579315	0.705092396329876	0	0	1.142532012567593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.927975500273265	3.6269110192649565	5.8101806483586405	3.362970842251495	1.8670076505525304	3.1068012298213548	7.2740686762497875	1.1535834821972049	3.506726287042929	1.7325337134578407	0	0	0	0	0.7075530751145942	0	0	0	0	0	0	0	0	0	0	0	0	5.225186644644311	12.3243312781629	2.6748010087919623	0	1.0886992679264766	2.0559187095337057	0	1.0634017632274435	0.8660725926143373	6.813317366262108
GPB:bin_000029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6424217268418324	1.4421742665657187	5.826393166055218	10.320344204706736	0	1.4553202133538474	1.359281768762796	6.746883315115648	0	0	3.159591794007883	8.287241371755202	8.374835371360824	5.198400333030652	19.758997061637448	3.309948560397105	0	3.37928430057477	0	0	0	0	0	0	0	0	0	0	0	0.9253285878088384	2.714044618317173	1.389499188116064	8.815224588763137	2.068752084484618	7.046410061031275	1.793006721473904	0	2.516307668712403	13.859388275276126	3.398592409919834	1.4889154107012876	9.524694904484958	0	7.289381848368807	1.3670871746682474	14.084512614022831	7.242640704233239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPB:bin_000031	0	0	0	0	0	0	0	0	14.994108283063921	4.136031987015912	3.2837566064540633	64.04020013677292	0	53.48826741493979	6.271565344355419	24.535848931292875	25.186117029059577	20.629687300561102	117.07355228762579	78.34333532923567	72.47866425359652	34.242199636586655	27.758081069609947	65.93068632405637	12.044280494499507	48.462290417281956	25.15152167664099	21.367046960434436	42.84406744835473	4.219621207482869	0	0	8.140259183658644	7.6769382996364826	0	0	0	0	0	0	0	2.4871684579630795	0	0	0	0	0	0	0	0	0	0	0	0	96.12157172640018	31.768340076854347	6.874474000172263	40.20703768312058	8.145473781211052	1.7517156285380135	48.57284766837442	42.552088900326986	3.484946676199954	21.896095122561203	8.664948876189369	0	4.852183022515646	5.90525932375231	6.243079632352712	14.266516264874575	17.695075240675727	3.295975887285825	2.0674711848084506	91.89191047288357	11.297503427106152	36.35321660244842	70.28802738779275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.990104717420699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPB:bin_000032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.128692984698535	14.261914326406895	46.25891976773911	13.146623817697112	6.663185187890297	10.487090530621188	7.944308512580799	12.423437899426652	35.62794434503159	13.423730051491802	17.694920205967207	19.040097870941825	4.1471716028192676	31.902640324288793	115.20092758280686	15.144432677208487	16.651060877186577	28.417923529196948	10.797538618851112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPB:bin_000033	0	0	7.204486390763887	18.699375021560893	7.2099628577670956	1.9108126444579878	6.248131389211503	4.247754792267976	2.469800374872072	1.6198699446891205	1.1382427009187814	5.736405137817232	2.96466600738245	3.013997332198751	7.690770787576325	6.322171498223382	5.020281614019755	1.9597127514000205	10.819385830755609	9.088692892379518	4.06556524038959	15.116256338902751	10.783034163954785	4.776169175396433	5.622822349734944	11.48022722307188	0	0	0	0	2.277520324735807	3.795838460034727	4.781688764187067	3.4506485516828995	8.30861975782804	2.8805354001126915	7.682318917240665	5.281254671526971	1.6802835688741187	3.019775651713947	3.307052999551533	4.5913923162724375	6.307035750836563	4.542837183629819	3.4290014143946275	8.82789232202201	7.186892701493738	6.071159573611766	6.063742626174349	5.293113163069351	6.236143532306842	5.582374113128571	6.291037567701205	6.10613134321493	3.1302536711015025	9.081534675666662	2.8606993778963465	10.979022687809758	4.44344146361096	2.919733104883686	8.067525844324598	5.045119763577613	5.430456056023826	8.479640766762875	5.45602727596794	6.954466267263088	1.8966255763945585	9.243284500304727	9.048330899347999	11.118349182985867	6.432390786886376	8.241177282292469	2.4723014385428286	5.263445373319687	4.219121925416556	7.52984027689937	23.971617239515655	1.4551015949311774	2.491878730034612	5.0539597300001144	6.296169060404999	3.670483423984913	12.442878005588582	5.058746248404494	4.423519197819762	4.35267010107747	3.787947172935616	4.810364752825914	4.365261663006105	4.930890148683923	13.55227223071881	2.866434575624116	5.679656865563515	3.2041644147511006	5.607815967710406	0	0	3.950602555109644	12.422438278348261	2.47187022066856	3.2845003047272976	2.5813995607327254	2.981526626266343	3.07126306590159	1.4765762450697422	2.867426376734933	2.6808815243264377	0.7783051412669756	1.274852523487	2.5183123857272633	5.844813311408299	3.125510274484551	1.0687303795867207	2.4191322746455386
GPB:bin_000034	0	0	44.88403453883286	28.941437500437452	32.06145784484589	40.25875350058366	38.90490933284183	48.575930293959594	17.0538403570537	17.1481354458544	11.065771699341374	10.401973158757157	23.10354106249762	19.085909241851933	20.50702372036704	15.087214208111789	9.135036011002779	11.400334562863522	30.385493876846336	46.97069736370374	48.445044822246956	28.023528277250115	27.160835147298652	8.117232320545753	47.24043964453279	13.672165722938088	0	6.011671593342028	0	31.92886145193439	22.61390652304261	45.94422241353432	21.467628204380425	19.240786494921288	38.38475040381629	36.06466348901939	20.063234092126887	10.06954894673358	10.434091815808445	35.460319460095484	17.474454779963867	12.219399202244107	8.679969856679243	13.370227015912345	15.851140523401902	74.03051039112437	61.386297232118345	120.83377078477622	71.97001688368147	8.132513957617372	0	0	57.176497853182745	0	17.07919309845496	5.460405006155428	10.768771333048699	28.24831999203644	16.581664990741583	6.261077242648288	14.269160567621439	15.000851572142158	18.209645396027707	8.708666671332816	24.21206246106682	15.2261099018009	17.22979304852717	32.07215110233875	35.44923735687561	40.75632049286974	40.55295417764184	17.06422253796495	19.29748020191981	69.37769907540263	99.20049430068818	55.821992647704995	39.11675248491862	11.706045073441294	26.65199162892919	10.377748069964234	37.5773511362461	32.01401866615028	51.25457185363536	12.421754518581771	13.590080389965603	14.963833458930504	20.899291289777945	19.303662848979318	11.337730400814399	21.755335157797486	21.793597577335582	18.413828287282335	10.472004274192232	26.83004408732853	24.393692300154683	25.380738293604967	28.822917322843832	34.327767395596865	29.9598633440577	28.089048782251837	68.7371146247211	42.37780717451474	36.18489458781186	48.62698573791643	29.00742462031159	56.70183387421774	48.499327685737995	13.70257345879052	26.598836418046485	24.391398110365305	36.51755210727165	29.68246080240649	19.063939458275687	27.06121287203787
GPB:bin_000035	0	0	0	0	0	0	0	0	0	0	4.195300808849404	0	2.4361859683717197	2.0487331827983715	3.2659296314217783	2.386129399468105	0	2.169317215948272	3.7064274377735833	6.0139979085817625	3.1411244099986626	12.790387246084318	14.800233198861301	6.930033119517903	3.0843438243766523	15.625830384935014	4.7345669496647576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.782617271209729	0	8.963898754238933	2.049144094931162	1.6059193262435634	5.524377424537232	3.305788108302492	2.5168741689924707	3.7942505672455216	5.679216587302516	1.6349446650779724	4.951752689668947	2.608544930253269	4.436655653391383	8.710067123119485	5.185935249711303	16.368423320184974	2.902571239089349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7066301544257603	1.7044261711680637	0	0	2.470702587526152
GPB:bin_000038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.227548610890606	15.932762969680683	4.547665275479139	11.273730409077286	7.057262765610588	26.60318937937134	30.834410477508534	6.607572820496538	9.47833952771907	16.714192668501102	11.835174869096972	7.6698215567721455	11.702161439193695	2.3063793008643745	21.9194128357379	6.490358365673474	0	9.04243496282207	9.635593541936599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPB:bin_000039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8532903428403902	0	0.5881088394652235	0	2.013002027675999	0	2.201417655869159	1.2034956251019666	0.8681562868382606	4.290733532952495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.123133783682667	0	1.0624599034124573	2.07059391402801	1.2453095425891694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.860104462727194	2.3149914317502414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPB:bin_000040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8451393013665006	2.812189080361777	0	1.2856263549304008	1.2459972756179045	7.984627102542819	79.88238688848958	3.968458812926387	62.43954925903927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPB:bin_000041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.200248081246608	8.135049228622373	0	0	0	2.886347778897589	6.249554229010001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPB:bin_000042	0	0	0	0	0	0	0	0	0.759186728798555	0	0	0	0.807564128257843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3778175355796196	4.811022880054575	0	3.714707393048785	2.3495489421342595	0	0	0	0	0.9105701631559319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8570563978281268	0	0	0	1.1718479370257655	0	0	0	0.9194493072542209
GPB:bin_000043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4049089251621116	8.015531742892035	0	19.295137515265143	4.163470303926796	0	5.517638762276613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPB:bin_000045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.762682493231731	5.823530042147636	3.6232519685633173	2.498911480438202	8.650604867597522	11.156005790090562	6.0725698230227945	13.794291434293706	22.396493399225317	13.010616885964826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPB:bin_000049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.96933078072392	2.241220838870722	0	0	0	2.733646517140602	0	2.1293033530583836	0	23.265269587155085	0	3.702791144031649	0	0	0	0	0	0	0	0	0	0	0	25.483521445034143	0	11.141869862707795	4.733805648642897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9547278382173068	10.065367768289521	16.161549250261686	4.915812304393043	3.219429205809951	0	3.440956020031053	6.521895781626542	2.409209660633306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPB:bin_000051	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6933716780460257	0	0	1.4695412536665944	0	0	0	0	0	0	6.197990917812159	0	5.300878773775118	0	0	0	0	0	0	0	0	0	0	0.6373527641610202	0.8623350842032276	0	0.6981316666824974	0.7583277134525698	0.817422810469989	1.1287649243453235	0	0	0	2.3340782373751288	1.8727479101383224	1.642584650083629	1.560531512635881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.765405309254627	0	1.1712486324477092	0	1.2524274862683502	1.1939152450023358	5.069646944842849	1.2157399548049332	0	0	0	0	0	0	0	0	0	0	3.7222463519706137	1.412712817904638	0	0	0	0	0	0	1.146347739512698	0	2.0720845771187237	1.4646193606547326	2.6928259523647107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPB:bin_000053	0	0	32.47191054723634	0	39.49954716280078	28.560432478877274	24.054557206497634	24.56854677963084	23.748601816767362	2.4195826931041022	12.67353921299217	22.027820459726517	15.728593766328265	26.78861017683873	17.721319343115134	12.61325767984797	5.509470877149525	9.211802021124662	9.370585321108019	12.641656764884603	7.060438284482392	5.226737907892139	4.00886709421723	9.265455488425559	38.27219386076611	3.772385445735009	18.05499649728491	32.45584837307592	154.8786435010121	62.92569599529359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.90048418746686	5.587943306330819	3.3714116522365125	7.844533635740853	10.074514941692373	2.1340920614155614	34.70668147741039	9.02955440045516	3.5230347059073965	7.201224208599262	36.39703178762322	5.989062239957271	13.866881345042593	11.969125791981298	17.794518347647376	32.410080852727276	59.44460678636534	17.249517167174336	1.8292494126662822	89.39998103502327	44.01756582588603	94.68850025738183	54.99581996431488	4.302001772644763	3.865033227413293	5.26500652162975	33.04714925436678	52.75993629315983	82.47674855150152	20.54864903568899	60.52014351455852	35.59213301802447	60.614339457601666	57.6950876839893	390.98549179280957	327.0026434855305	141.39923791756814	303.8813856818296	0	4.248686965642428	5.726165088187142	59.0608562880509	0	3.3381261828920428	21.784275325017127	70.13572537165548	11.675894353468461	22.462079722569484	26.62605323352853	38.824161767381014	23.533649287265213	41.72507750482833	17.589725627102112	7.921603043685243	38.887346103084326	15.338215202170522	5.428966486176854	3.136865205460365	2.786883976916914	2.47168799904014
GPB:bin_000054	0	0	0	0	0	0	0	0	17.143916387438324	16.412603860948284	25.589828224587556	11.440623325629563	26.953153114428975	7.695069153998097	53.84243024622742	11.25011995489696	17.139568022423568	17.145940626324503	38.82797568114389	67.01175358065368	27.712954928946715	24.0772344598431	19.107353135221157	7.452123001751342	67.86425803897734	50.67798257855046	12.908121546298592	0	0	0	34.62097001527426	25.878882040352828	37.6240783465417	29.496721732628533	38.60257293257735	68.86074585955681	70.46484271913761	48.98406948987181	48.53708755507929	22.16691523986981	53.372844310539236	59.80583800491016	12.859352383503802	38.96416197509736	37.43454960934689	20.887783693331308	0	14.723339024526778	70.36876634385472	10.750282893631995	14.474395127432086	0	14.73567188737035	18.506079214215454	12.847431865618528	9.39314317816501	45.39415679704431	13.052929598470975	9.849758990619527	0	0	9.419008452821739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.270338352779355	54.65223825841484	7.942213727638408	0	19.07766429822387	10.130940766271882	60.51300960838725	85.08505801818517	48.910672087295175	150.12126690364423	37.634199540972595	45.441426523627115	80.00054479515703	119.56882962006286	59.52087015282254	35.682121022495544	129.3779913752429	64.97237038873384	0	0	0	0	0	0	0	0	0	6.035080809615585	5.6350687141634745	8.841688025302487	0	7.770115936407911	14.345780986349133	18.68211302550241	47.87564875606772	50.758014986365126	46.52398198277448
GPB:bin_000055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.7848566253448395	10.496972995971747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.409372903296932	21.54698036000203	0	27.79202255891009	48.35054334485452	0	0	0	0	12.90970493062739	0	2.574439149424357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.064644989143439	0	0	0	0	0
GPB:bin_000056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8104015673419213	32.81654160370835	20.019250305187764	21.648803578593316	3.3507162308670746	8.306015827080184	5.865474086784302	5.190592960620107	10.495471269666469	3.2969882449355903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.358220008365986	3.5054976481334457	7.023160123270246	0	19.178329961328654
GPB:bin_000057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.167787364667506	12.87297797565301	18.357104476170957	16.894017870497063	28.399198906023596	0	0	8.260257809340741	10.68084085191513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPB:bin_000058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.341518721699143	0	0	0.9185381323605702	0	0	0	0	0	0	0	2.0370748562803547	0	0	0	0	0	0	0	0	1.58336130653227	0	5.295111380279795	2.8153557604054433	0	2.487541167550463	0	0	2.0673172098162063	1.3631359403572276	0	1.130977950859501	0	0	0	2.5238476411355477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.765900709619416	0	0
GPB:bin_000059	0	0	10.8958404158062	26.763420085977614	13.168623991055416	11.420328933171403	46.743186723284666	46.123470969347906	20.434815829837987	15.577913369927893	16.788646871857658	36.81407960286616	31.12475588786676	10.5376749750105	18.583503437045113	16.14945587207763	81.15849805710172	9.865667066717567	9.404573832373202	36.12568562565683	19.540969201652217	21.33103530406903	6.738569373810406	0	29.454764749476706	12.534715931527126	19.664804902807333	22.062006198052956	0	9.961700175530913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.891218589263932	16.33946263841975	10.123680496130769	7.903502469998422	4.560565328331752	12.7285282056777	18.011871393535174	14.252969863064399	71.06127703290974	14.283010989411139	39.57517698596022	40.10445596609606	16.269396524064092	69.16917855054625	55.815785962720355	18.108710374590313	31.26385839093579	6.842616434361557	3.901496146587564	4.531150991506405	0	0	0	19.33654627631807	37.34179160919852	19.088427167206852	9.830969789640482	53.371664994730494	42.13968631273753	26.574577357318084	17.47104157793367	23.475506110153187	28.516953313433266	19.169193474106283	11.021243090764795	24.375172926751887	28.356942902757787	29.236731537392323	10.469623541259317	11.097353246933881	7.956466184556086	12.78596898824531	4.731947491752495	44.61044583538657	14.29787485520416	22.69703352458373	38.64900592674263	35.088930986593574	19.597111634496944	30.076450413337845	24.846608188199227	60.07011983917178	15.55566234191846	7.950601225463056	24.047182924343222	13.548368899659057	13.01407560335207	23.351222702197077	26.224560180300486	21.468973769455474
GPB:bin_000060	0	0	0	0	0	0	0	0	4.286690440990453	1.9332256961049723	4.638892787773397	5.400996302736849	4.57846241255876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.253071317088012	7.870110833846725	2.919232576258679	2.831822854112333	3.7140727131221323	4.932345715536826	2.867921388402579	5.963066030480779	3.5250491889806597	3.995674899709951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3091723896221126	5.137926658200251	9.631794950239495	2.5613990262220763	2.8022380250781853	8.364185883497969	5.255761687478305	8.363597548829677	7.920707615319898	8.934324200978486	5.237817480095377	4.825268805907553	6.332204010929577	7.206511351917425	8.334390934939432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.948403890068827	12.752490126483549	5.0629980358026865	4.042153338505075	6.570101336444223
GPB:bin_000061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2671570661325005	2.5336838887704265	1.870352610731156	1.446146218591553	2.5870970249355842	4.451304761594643	0	2.4635167797078403	5.697611272114982	3.093550193117111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7363733478429393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.351031971202074	0	0	1.9200368062200832	1.2298676593701978	1.0611724839891894	1.6411015395798167	1.9966113908108398	2.348287260783204	0	2.3292223950723363
